# IPsum Threat Intelligence Feed
# (https://github.com/stamparm/ipsum)
#
# Last update: Wed, 25 Feb 2026 03:01:13 +0100
#
# IP	number of (black)lists
#
14.103.116.98	5
14.103.116.192	5
14.103.117.69	5
14.103.117.75	5
14.103.117.77	5
14.103.117.81	5
14.103.117.84	5
14.103.117.85	5
14.103.117.88	5
14.103.117.97	5
14.103.117.98	5
14.103.117.105	5
14.103.117.116	5
14.103.117.141	5
14.103.117.142	5
14.103.117.143	5
14.103.117.173	5
14.103.118.61	5
14.103.118.73	5
14.103.118.74	5
14.103.118.76	5
14.103.118.79	5
14.103.118.107	5
14.103.118.113	5
14.103.118.114	5
14.103.118.120	5
14.103.118.121	5
14.103.118.136	5
14.103.118.140	5
14.103.118.145	5
14.103.118.149	5
14.103.118.150	5
14.103.118.153	5
14.103.118.166	5
14.103.118.177	5
14.103.118.186	5
14.103.118.189	5
14.103.118.190	5
14.103.118.194	5
14.103.118.197	5
14.103.118.208	5
14.103.118.212	5
14.103.118.213	5
14.103.118.217	5
14.103.118.226	5
14.103.118.248	5
14.103.119.118	5
14.103.120.75	5
14.103.120.124	5
14.103.120.129	5
14.103.120.130	5
14.103.120.132	5
14.103.120.138	5
14.103.120.147	5
14.103.120.242	5
14.103.121.78	5
14.103.121.146	5
14.103.122.89	5
14.103.122.90	5
14.103.122.180	5
14.103.122.182	5
14.103.122.215	5
14.103.123.6	5
14.103.123.8	5
14.103.123.16	5
14.103.123.19	5
14.103.123.65	5
14.103.123.67	5
14.103.123.75	5
14.103.123.80	5
14.103.123.167	5
14.103.124.188	5
14.103.126.73	5
14.103.126.104	5
14.103.127.2	5
14.103.127.3	5
14.103.127.7	5
14.103.127.23	5
14.103.127.71	5
14.103.127.74	5
14.103.127.75	5
14.103.127.82	5
14.103.127.83	5
14.103.127.84	5
14.103.127.97	5
14.103.127.195	5
14.103.127.198	5
14.103.127.199	5
14.103.127.204	5
14.103.127.230	5
14.103.127.231	5
14.103.127.232	5
14.103.127.233	5
14.103.127.234	5
14.103.127.235	5
14.103.127.242	5
14.103.129.174	5
14.103.131.112	5
14.103.139.5	5
14.103.140.39	5
14.103.142.184	5
14.103.142.227	5
14.103.145.231	5
14.103.147.55	5
14.103.149.158	5
14.103.152.56	5
14.103.153.174	5
14.103.159.224	5
14.103.159.240	5
14.103.160.123	5
14.103.163.65	5
14.103.163.136	5
14.103.164.98	5
14.103.174.120	5
14.103.179.212	5
14.103.180.72	5
14.103.192.217	5
14.103.198.33	5
14.103.198.81	5
14.103.200.237	5
14.103.202.69	5
14.103.203.191	5
14.103.206.145	5
14.103.206.214	5
14.103.213.9	5
14.103.228.201	5
14.103.228.234	5
14.103.235.147	5
14.103.243.51	5
14.103.249.172	5
14.116.193.187	5
14.127.5.105	5
14.161.22.36	5
14.195.83.210	5
14.225.3.79	5
14.225.205.58	5
14.225.217.138	5
14.225.253.26	5
15.235.134.207	5
18.207.222.36	5
18.208.170.130	5
18.234.86.110	5
18.234.215.50	5
20.2.4.105	5
20.13.147.55	5
20.14.73.63	5
20.14.73.168	5
20.14.78.253	5
20.14.80.89	5
20.14.87.238	5
20.14.88.150	5
20.14.93.87	5
20.14.95.138	5
20.15.160.31	5
20.29.24.90	5
20.38.33.240	5
20.40.209.173	5
20.42.104.13	5
20.55.35.128	5
20.55.35.217	5
20.64.104.27	5
20.64.104.177	5
20.64.104.195	5
20.64.105.20	5
20.64.105.32	5
20.64.105.81	5
20.64.105.126	5
20.64.105.146	5
20.64.105.221	5
20.64.105.230	5
20.64.106.29	5
20.64.106.58	5
20.64.106.71	5
20.65.137.218	5
20.65.154.83	5
20.65.154.109	5
20.65.154.130	5
20.65.154.146	5
20.65.192.66	5
20.65.192.150	5
20.65.193.61	5
20.65.193.66	5
20.65.193.148	5
20.65.193.226	5
20.65.193.233	5
20.65.194.25	5
20.65.194.46	5
20.65.194.56	5
20.65.194.85	5
20.65.194.111	5
20.65.194.182	5
20.65.195.33	5
20.65.195.48	5
20.65.195.53	5
20.65.195.59	5
20.65.201.12	5
20.80.88.32	5
20.102.116.62	5
20.108.65.210	5
20.115.90.214	5
20.118.32.39	5
20.118.200.9	5
20.118.248.174	5
20.119.72.191	5
20.124.87.15	5
20.150.194.49	5
20.163.14.102	5
20.163.14.130	5
20.163.15.107	5
20.163.15.131	5
20.163.15.177	5
20.163.15.225	5
20.163.15.238	5
20.163.32.168	5
20.163.58.125	5
20.163.60.170	5
20.168.12.63	5
20.168.12.169	5
20.168.109.236	5
20.168.121.101	5
20.168.121.152	5
20.168.121.187	5
20.168.122.88	5
20.169.48.59	5
20.169.49.41	5
20.169.49.63	5
20.169.49.156	5
20.169.49.231	5
20.169.104.204	5
20.169.104.218	5
20.169.104.253	5
20.169.105.44	5
20.169.105.51	5
20.171.8.150	5
20.193.141.133	5
20.196.64.198	5
20.197.25.32	5
20.221.68.159	5
20.223.240.16	5
23.82.99.105	5
23.91.96.70	5
23.92.30.85	5
23.94.37.113	5
23.94.112.35	5
23.94.166.112	5
23.94.235.137	5
23.95.62.123	5
23.95.236.27	5
23.227.147.163	5
23.227.173.100	5
23.242.166.38	5
23.249.28.115	5
24.97.253.246	5
24.142.170.231	5
24.187.213.29	5
24.199.94.128	5
24.199.117.9	5
27.18.183.99	5
27.50.25.190	5
27.71.16.87	5
27.72.31.207	5
27.79.4.235	5
27.79.6.48	5
27.110.166.67	5
27.112.78.95	5
27.112.78.170	5
27.112.78.211	5
27.112.78.220	5
27.112.78.223	5
27.112.79.97	5
27.112.79.120	5
27.112.79.121	5
27.112.79.150	5
27.123.98.22	5
27.128.160.208	5
27.128.170.160	5
27.128.171.39	5
27.128.175.119	5
27.150.188.148	5
27.155.77.43	5
27.254.152.90	5
27.254.185.64	5
31.6.212.12	5
31.57.93.80	5
31.58.87.216	5
31.173.12.27	5
34.14.55.7	5
34.39.58.191	5
34.58.124.191	5
34.66.72.251	5
34.69.0.72	5
34.80.97.94	5
34.81.42.153	5
34.81.72.185	5
34.92.81.41	5
34.92.146.210	5
34.92.247.119	5
34.93.128.179	5
34.95.197.36	5
34.122.129.31	5
34.123.134.194	5
34.128.77.56	5
34.146.217.105	5
34.158.168.101	5
34.178.27.53	5
34.178.29.151	5
35.171.157.77	5
35.195.168.139	5
35.200.237.19	5
35.202.9.133	5
35.203.210.28	5
35.203.210.39	5
35.203.210.41	5
35.203.210.47	5
35.203.210.54	5
35.203.210.55	5
35.203.210.61	5
35.203.210.62	5
35.203.210.66	5
35.203.210.74	5
35.203.210.75	5
35.203.210.78	5
35.203.210.82	5
35.203.210.83	5
35.203.210.86	5
35.203.210.89	5
35.203.210.92	5
35.203.210.96	5
35.203.210.100	5
35.203.210.101	5
35.203.210.103	5
35.203.210.104	5
35.203.210.105	5
35.203.210.107	5
35.203.210.110	5
35.203.210.113	5
35.203.210.116	5
35.203.210.122	5
35.203.210.129	5
35.203.210.130	5
35.203.210.136	5
35.203.210.142	5
35.203.210.143	5
35.203.210.145	5
35.203.210.155	5
35.203.210.156	5
35.203.210.158	5
35.203.210.161	5
35.203.210.165	5
35.203.210.174	5
35.203.210.182	5
35.203.210.190	5
35.203.210.195	5
35.203.210.196	5
35.203.210.199	5
35.203.210.203	5
35.203.210.206	5
35.203.210.208	5
35.203.210.226	5
35.203.210.235	5
35.203.210.239	5
35.203.210.250	5
35.203.210.253	5
35.203.211.5	5
35.203.211.15	5
35.203.211.26	5
35.203.211.31	5
35.203.211.35	5
35.203.211.36	5
35.203.211.39	5
35.203.211.41	5
35.203.211.44	5
35.203.211.45	5
35.203.211.48	5
35.203.211.49	5
35.203.211.54	5
35.203.211.56	5
35.203.211.57	5
35.203.211.60	5
35.203.211.61	5
35.203.211.62	5
35.203.211.66	5
35.203.211.69	5
35.203.211.73	5
35.203.211.86	5
35.203.211.98	5
35.203.211.99	5
35.203.211.101	5
35.203.211.102	5
35.203.211.103	5
35.203.211.114	5
35.203.211.129	5
35.203.211.131	5
35.203.211.136	5
35.203.211.140	5
35.203.211.142	5
35.203.211.149	5
35.203.211.157	5
35.203.211.159	5
35.203.211.165	5
35.203.211.170	5
35.203.211.172	5
35.203.211.179	5
35.203.211.195	5
35.203.211.196	5
35.203.211.197	5
35.203.211.203	5
35.203.211.204	5
35.203.211.214	5
35.203.211.219	5
35.203.211.220	5
35.203.211.228	5
35.203.211.231	5
35.203.211.236	5
35.203.211.244	5
35.203.211.247	5
35.203.211.249	5
35.203.211.251	5
35.240.75.51	5
35.246.150.102	5
36.26.74.162	5
36.33.201.45	5
36.39.140.2	5
36.50.55.18	5
36.50.63.131	5
36.50.177.119	5
36.64.162.195	5
36.65.95.235	5
36.66.66.195	5
36.71.181.67	5
36.91.81.195	5
36.93.144.67	5
36.93.249.106	5
36.95.221.140	5
36.99.192.221	5
36.103.222.120	5
36.103.243.179	5
36.104.147.6	5
36.111.82.21	5
36.112.133.74	5
36.133.130.103	5
36.134.69.15	5
36.135.100.48	5
36.135.107.57	5
36.137.132.178	5
36.138.134.121	5
36.138.202.60	5
36.150.51.3	5
36.155.114.62	5
36.156.124.31	5
36.156.140.137	5
36.212.217.15	5
37.58.136.133	5
37.59.110.4	5
37.114.61.43	5
37.255.198.73	5
38.19.156.18	5
38.47.92.86	5
38.47.94.55	5
38.59.249.242	5
38.89.68.252	5
38.114.121.110	5
38.137.11.14	5
39.100.183.18	5
39.115.183.206	5
39.164.94.190	5
39.170.9.163	5
39.171.240.69	5
40.67.161.178	5
40.76.99.43	5
40.76.116.231	5
40.80.203.87	5
40.80.206.215	5
40.83.182.122	5
40.117.97.0	5
40.119.26.30	5
40.119.43.103	5
40.124.119.20	5
40.124.173.2	5
40.124.173.139	5
40.124.174.187	5
40.124.175.29	5
40.124.175.39	5
40.124.175.60	5
40.124.175.103	5
40.124.175.136	5
40.124.175.197	5
40.124.183.177	5
40.124.185.240	5
40.124.186.100	5
41.33.91.226	5
41.58.186.130	5
41.59.229.33	5
41.63.62.103	5
41.63.63.134	5
41.73.0.47	5
41.77.220.188	5
41.82.208.178	5
41.86.34.139	5
41.90.100.147	5
41.111.162.34	5
41.111.178.165	5
41.128.181.199	5
41.137.20.211	5
41.186.188.69	5
41.191.229.226	5
41.216.177.55	5
41.216.178.119	5
41.220.3.101	5
41.223.40.77	5
41.242.115.84	5
42.51.32.228	5
42.51.33.162	5
42.51.40.180	5
42.51.41.137	5
42.51.42.209	5
42.81.81.165	5
42.81.126.27	5
42.81.143.35	5
42.96.20.16	5
42.96.43.148	5
42.112.42.129	5
42.123.126.29	5
42.192.64.74	5
42.200.78.78	5
43.110.36.191	5
43.128.81.242	5
43.128.149.159	5
43.131.235.166	5
43.131.246.99	5
43.134.18.124	5
43.134.49.202	5
43.134.64.181	5
43.140.119.240	5
43.140.127.160	5
43.153.150.130	5
43.154.32.153	5
43.154.63.41	5
43.154.195.142	5
43.155.21.198	5
43.156.19.37	5
43.156.75.183	5
43.156.109.106	5
43.156.109.210	5
43.156.116.171	5
43.157.151.226	5
43.159.35.176	5
43.159.53.15	5
43.159.141.115	5
43.160.200.211	5
43.160.255.12	5
43.161.234.133	5
43.161.245.90	5
43.161.249.201	5
43.165.3.187	5
43.165.179.125	5
43.166.137.151	5
43.166.242.149	5
43.166.245.172	5
43.224.126.107	5
43.224.248.178	5
43.226.44.46	5
43.245.249.251	5
43.246.139.120	5
43.247.91.112	5
43.248.141.80	5
43.252.156.204	5
44.201.216.24	5
44.203.116.223	5
44.204.29.60	5
44.211.124.103	5
45.9.168.192	5
45.10.175.17	5
45.15.224.178	5
45.40.57.41	5
45.55.57.187	5
45.61.187.30	5
45.64.74.51	5
45.78.194.186	5
45.78.194.242	5
45.78.198.19	5
45.78.198.158	5
45.78.198.162	5
45.78.198.167	5
45.78.198.177	5
45.78.198.178	5
45.78.198.190	5
45.78.198.194	5
45.78.198.204	5
45.78.198.206	5
45.78.198.228	5
45.78.201.248	5
45.78.204.246	5
45.78.204.254	5
45.78.206.111	5
45.78.207.244	5
45.78.230.231	5
45.78.237.21	5
45.82.78.100	5
45.82.78.102	5
45.82.78.104	5
45.82.78.105	5
45.82.78.107	5
45.82.78.108	5
45.84.107.54	5
45.84.107.128	5
45.87.249.170	5
45.89.127.113	5
45.91.64.6	5
45.93.168.44	5
45.118.144.36	5
45.119.212.99	5
45.120.115.150	5
45.121.147.48	5
45.123.110.70	5
45.129.185.7	5
45.131.135.89	5
45.135.194.21	5
45.137.172.116	5
45.140.192.190	5
45.142.154.16	5
45.142.154.42	5
45.142.154.115	5
45.143.203.239	5
45.144.212.177	5
45.148.10.46	5
45.148.10.240	5
45.149.173.193	5
45.149.173.217	5
45.149.173.219	5
45.149.173.227	5
45.149.173.235	5
45.156.87.214	5
45.156.128.56	5
45.156.128.57	5
45.156.128.59	5
45.156.128.61	5
45.156.128.79	5
45.156.128.106	5
45.156.128.107	5
45.156.128.113	5
45.156.128.123	5
45.156.128.168	5
45.156.128.169	5
45.156.128.170	5
45.156.129.60	5
45.156.129.65	5
45.156.129.68	5
45.156.129.72	5
45.156.129.76	5
45.156.129.86	5
45.156.129.87	5
45.156.129.88	5
45.156.129.90	5
45.156.129.92	5
45.156.129.100	5
45.156.129.101	5
45.156.129.102	5
45.156.129.103	5
45.156.129.161	5
45.156.129.179	5
45.158.59.14	5
45.162.8.14	5
45.164.39.253	5
45.165.14.197	5
45.165.88.48	5
45.165.88.49	5
45.165.88.51	5
45.165.88.52	5
45.165.88.53	5
45.165.88.54	5
45.174.242.246	5
45.175.37.29	5
45.192.96.79	5
45.192.96.183	5
45.195.221.26	5
45.196.236.141	5
45.197.150.235	5
45.221.74.234	5
45.246.76.124	5
45.249.247.86	5
45.249.247.165	5
45.251.115.132	5
46.14.24.50	5
46.29.238.171	5
46.31.79.13	5
46.101.109.3	5
46.101.225.209	5
46.147.113.91	5
46.151.182.55	5
46.161.196.5	5
46.188.119.26	5
46.191.141.152	5
46.223.59.12	5
46.224.53.100	5
46.225.0.48	5
46.253.45.10	5
47.74.39.39	5
47.74.51.79	5
47.76.67.116	5
47.76.179.19	5
47.77.185.216	5
47.84.46.159	5
47.85.43.89	5
47.103.36.53	5
47.206.67.127	5
47.236.76.100	5
47.237.29.129	5
47.237.109.222	5
47.239.128.83	5
47.250.81.7	5
47.253.5.130	5
47.253.226.226	5
47.254.192.213	5
49.64.85.138	5
49.65.102.127	5
49.72.213.251	5
49.73.84.223	5
49.75.185.71	5
49.75.185.123	5
49.204.74.149	5
49.206.194.29	5
49.206.241.22	5
49.229.102.187	5
49.231.192.36	5
49.232.167.144	5
49.247.36.49	5
49.247.188.64	5
50.6.4.160	5
50.6.193.137	5
50.6.202.106	5
50.6.231.155	5
50.40.252.16	5
50.80.184.78	5
50.84.90.131	5
50.199.20.75	5
50.232.189.209	5
51.15.144.132	5
51.38.98.14	5
51.68.65.117	5
51.75.127.195	5
51.75.141.245	5
51.75.194.44	5
51.77.147.122	5
51.79.67.116	5
51.83.46.40	5
51.83.71.110	5
51.83.187.34	5
51.178.26.96	5
51.178.84.57	5
51.178.114.78	5
51.195.138.37	5
51.199.163.14	5
51.210.179.197	5
51.222.26.228	5
51.222.29.52	5
51.222.30.51	5
51.254.103.32	5
51.254.113.225	5
51.254.133.71	5
52.90.57.39	5
52.186.171.52	5
52.187.9.8	5
52.188.185.84	5
52.188.185.85	5
52.188.189.6	5
52.188.189.7	5
52.237.80.79	5
54.36.99.29	5
54.37.229.48	5
54.152.220.72	5
54.163.74.166	5
54.211.13.246	5
54.234.14.7	5
57.128.182.5	5
57.128.212.198	5
57.128.214.48	5
57.128.214.238	5
57.128.218.144	5
57.128.227.180	5
57.128.237.155	5
57.128.248.126	5
57.129.41.93	5
57.129.74.123	5
58.16.201.52	5
58.17.128.7	5
58.20.201.4	5
58.20.236.52	5
58.33.97.119	5
58.42.8.7	5
58.48.170.235	5
58.49.26.202	5
58.49.113.138	5
58.56.23.210	5
58.98.199.45	5
58.209.82.184	5
58.209.234.84	5
58.218.195.26	5
58.221.60.25	5
58.225.220.117	5
58.247.139.54	5
58.251.21.148	5
58.252.142.11	5
59.5.176.151	5
59.12.160.91	5
59.26.132.170	5
59.36.72.234	5
59.36.78.66	5
59.36.211.132	5
59.63.163.2	5
59.98.83.57	5
59.98.148.5	5
59.126.224.134	5
60.166.31.198	5
60.167.19.189	5
60.167.165.58	5
60.167.166.161	5
60.171.135.254	5
60.172.1.210	5
60.174.39.82	5
60.174.72.198	5
60.178.175.94	5
60.188.58.108	5
60.190.239.92	5
60.199.224.55	5
60.204.155.19	5
60.223.245.120	5
60.223.250.50	5
60.247.145.119	5
61.0.238.17	5
61.23.36.232	5
61.28.144.154	5
61.72.55.130	5
61.76.112.4	5
61.151.249.194	5
61.156.31.141	5
61.156.218.5	5
61.169.54.150	5
61.171.95.18	5
61.171.119.103	5
61.220.127.240	5
61.220.235.10	5
61.222.68.145	5
61.222.211.114	5
61.231.232.89	5
61.240.156.16	5
61.245.10.43	5
61.245.11.236	5
62.3.42.126	5
62.3.56.187	5
62.14.96.56	5
62.16.103.46	5
62.60.130.75	5
62.60.130.199	5
62.60.130.242	5
62.169.28.111	5
62.171.175.31	5
62.178.191.71	5
62.219.172.50	5
64.23.143.185	5
64.23.180.137	5
64.23.189.160	5
64.62.156.10	5
64.62.156.24	5
64.62.156.38	5
64.62.156.52	5
64.62.156.66	5
64.62.156.94	5
64.62.156.108	5
64.62.156.122	5
64.62.156.132	5
64.62.156.142	5
64.62.156.152	5
64.62.156.162	5
64.62.156.172	5
64.62.156.182	5
64.62.156.192	5
64.62.156.202	5
64.62.156.212	5
64.62.156.222	5
64.62.197.2	5
64.62.197.17	5
64.62.197.32	5
64.62.197.47	5
64.62.197.62	5
64.62.197.77	5
64.62.197.92	5
64.62.197.137	5
64.62.197.152	5
64.62.197.167	5
64.62.197.182	5
64.62.197.197	5
64.62.197.212	5
64.62.197.227	5
64.89.160.119	5
64.89.160.135	5
64.89.161.198	5
64.181.175.157	5
64.188.78.34	5
64.188.83.244	5
64.225.55.168	5
64.225.74.178	5
64.225.99.151	5
64.225.101.76	5
64.226.115.148	5
64.227.76.184	5
64.227.84.48	5
64.227.99.138	5
64.227.131.199	5
64.227.135.37	5
64.227.139.157	5
64.227.172.158	5
64.227.188.192	5
65.49.1.38	5
65.49.1.52	5
65.49.1.66	5
65.49.1.80	5
65.49.1.94	5
65.49.1.108	5
65.49.1.122	5
65.49.1.132	5
65.49.1.142	5
65.49.1.152	5
65.49.1.162	5
65.49.1.192	5
65.49.1.202	5
65.49.1.212	5
65.49.1.232	5
65.49.20.66	5
65.49.20.68	5
65.49.20.69	5
65.109.138.53	5
65.144.236.2	5
66.116.199.234	5
66.116.205.1	5
66.132.153.113	5
66.132.153.120	5
66.132.153.121	5
66.132.153.124	5
66.132.153.128	5
66.132.153.131	5
66.154.124.165	5
66.154.125.60	5
66.240.219.146	5
67.10.184.32	5
67.160.122.45	5
67.205.136.109	5
67.205.185.159	5
68.183.94.236	5
68.183.111.124	5
68.183.124.1	5
68.183.236.1	5
68.221.129.30	5
69.5.0.120	5
69.5.20.239	5
69.5.189.31	5
69.5.189.81	5
69.5.189.125	5
69.5.189.131	5
69.12.83.27	5
69.12.83.39	5
69.12.83.46	5
69.49.246.176	5
69.74.29.21	5
70.54.182.130	5
70.65.44.183	5
71.6.134.232	5
71.6.146.130	5
71.6.146.185	5
71.6.199.87	5
71.6.232.20	5
71.6.232.23	5
71.6.232.30	5
71.15.18.215	5
71.62.34.216	5
72.17.34.38	5
72.79.42.117	5
72.240.125.133	5
72.253.251.3	5
73.170.63.58	5
74.82.47.2	5
74.82.47.3	5
74.82.47.4	5
74.88.7.20	5
74.94.234.151	5
74.249.184.13	5
75.147.108.210	5
76.79.213.69	5
76.79.213.70	5
76.105.66.240	5
76.132.238.43	5
77.22.70.198	5
77.37.146.19	5
77.77.38.98	5
77.83.39.56	5
77.83.39.65	5
77.83.39.164	5
77.90.185.65	5
77.94.125.250	5
77.222.100.142	5
78.39.48.166	5
78.44.192.210	5
78.89.154.59	5
78.100.64.148	5
78.134.49.171	5
78.138.168.46	5
78.186.54.65	5
78.187.21.105	5
79.104.0.82	5
79.137.74.79	5
79.137.76.231	5
79.174.63.10	5
79.175.149.196	5
79.175.151.48	5
80.67.172.162	5
80.82.77.202	5
80.87.199.121	5
80.95.38.14	5
80.249.147.216	5
81.10.79.105	5
81.17.103.232	5
81.19.141.58	5
81.23.173.32	5
81.30.162.19	5
81.30.212.94	5
81.71.37.141	5
81.91.101.39	5
81.177.101.45	5
81.192.46.35	5
81.192.46.36	5
81.192.46.49	5
81.211.88.66	5
81.234.146.158	5
82.24.64.220	5
82.102.188.117	5
82.153.157.220	5
82.153.157.222	5
82.156.211.131	5
82.193.122.91	5
83.97.24.41	5
83.168.90.177	5
83.168.105.78	5
83.235.21.125	5
84.195.165.136	5
84.201.243.44	5
85.11.167.78	5
85.11.167.125	5
85.11.183.6	5
85.19.195.12	5
85.69.240.210	5
85.105.253.144	5
85.133.193.72	5
85.173.245.55	5
85.217.140.1	5
85.217.140.4	5
85.217.140.9	5
85.217.140.11	5
85.217.140.12	5
85.217.140.17	5
85.217.140.18	5
85.217.140.19	5
85.217.140.22	5
85.217.140.23	5
85.217.140.26	5
85.217.140.27	5
85.217.140.30	5
85.217.149.0	5
85.217.149.1	5
85.217.149.4	5
85.217.149.6	5
85.217.149.7	5
85.217.149.8	5
85.217.149.10	5
85.217.149.11	5
85.217.149.15	5
85.217.149.16	5
85.217.149.18	5
85.217.149.21	5
85.217.149.22	5
85.217.149.25	5
85.217.149.27	5
85.217.149.30	5
85.217.149.32	5
85.217.149.38	5
85.217.149.41	5
85.217.149.42	5
85.217.149.43	5
86.54.31.32	5
86.54.31.40	5
86.54.42.148	5
86.54.42.185	5
86.99.116.54	5
86.102.131.54	5
86.111.189.27	5
86.133.136.220	5
87.120.191.65	5
87.248.237.138	5
89.44.137.176	5
89.44.137.240	5
89.47.53.19	5
89.126.209.84	5
89.144.204.66	5
89.167.85.31	5
89.168.53.200	5
89.187.187.67	5
89.187.187.69	5
89.187.187.72	5
89.187.187.87	5
89.248.167.131	5
90.161.217.228	5
91.92.199.36	5
91.92.240.214	5
91.92.243.15	5
91.107.148.29	5
91.134.133.184	5
91.134.240.52	5
91.147.92.31	5
91.196.152.22	5
91.196.152.23	5
91.196.152.24	5
91.196.152.25	5
91.196.152.27	5
91.196.152.32	5
91.196.152.39	5
91.196.152.44	5
91.196.152.58	5
91.196.152.104	5
91.196.152.105	5
91.196.152.108	5
91.196.152.115	5
91.196.152.127	5
91.196.152.157	5
91.196.152.158	5
91.196.152.166	5
91.196.152.178	5
91.196.152.184	5
91.196.152.186	5
91.196.152.208	5
91.196.152.212	5
91.196.152.213	5
91.196.152.218	5
91.196.152.219	5
91.196.152.227	5
91.197.98.184	5
91.205.128.170	5
91.216.71.76	5
91.230.168.11	5
91.230.168.28	5
91.230.168.34	5
91.230.168.39	5
91.230.168.64	5
91.230.168.65	5
91.230.168.69	5
91.230.168.70	5
91.230.168.76	5
91.230.168.79	5
91.230.168.80	5
91.230.168.82	5
91.230.168.93	5
91.230.168.96	5
91.230.168.105	5
91.230.168.107	5
91.230.168.108	5
91.230.168.111	5
91.230.168.124	5
91.230.168.126	5
91.230.168.133	5
91.230.168.134	5
91.230.168.138	5
91.230.168.139	5
91.230.168.141	5
91.230.168.144	5
91.230.168.148	5
91.230.168.169	5
91.230.168.172	5
91.230.168.173	5
91.230.168.174	5
91.230.168.175	5
91.230.168.176	5
91.230.168.178	5
91.230.168.179	5
91.230.168.181	5
91.230.168.186	5
91.230.168.189	5
91.230.168.202	5
91.230.168.203	5
91.230.168.204	5
91.230.168.206	5
91.230.168.208	5
91.230.168.209	5
91.230.168.211	5
91.230.168.213	5
91.230.168.215	5
91.230.168.224	5
91.230.168.225	5
91.230.168.230	5
91.230.168.232	5
91.230.168.236	5
91.230.168.241	5
91.230.168.253	5
91.231.89.0	5
91.231.89.6	5
91.231.89.11	5
91.231.89.12	5
91.231.89.13	5
91.231.89.26	5
91.231.89.29	5
91.231.89.40	5
91.231.89.42	5
91.231.89.47	5
91.231.89.49	5
91.231.89.56	5
91.231.89.58	5
91.231.89.61	5
91.231.89.63	5
91.231.89.66	5
91.231.89.67	5
91.231.89.69	5
91.231.89.71	5
91.231.89.72	5
91.231.89.74	5
91.231.89.80	5
91.231.89.82	5
91.231.89.87	5
91.231.89.104	5
91.231.89.113	5
91.231.89.128	5
91.231.89.129	5
91.231.89.132	5
91.231.89.135	5
91.231.89.138	5
91.231.89.139	5
91.231.89.156	5
91.231.89.169	5
91.231.89.170	5
91.231.89.175	5
91.231.89.176	5
91.231.89.178	5
91.231.89.181	5
91.231.89.182	5
91.231.89.183	5
91.231.89.185	5
91.231.89.188	5
91.231.89.209	5
91.231.89.210	5
91.231.89.211	5
91.231.89.214	5
91.231.89.217	5
91.231.89.219	5
91.231.89.220	5
91.231.89.221	5
91.231.89.225	5
91.231.89.227	5
91.231.89.231	5
91.231.89.241	5
91.231.89.246	5
91.231.89.252	5
91.231.89.254	5
91.237.163.110	5
91.237.163.112	5
91.237.163.113	5
91.237.163.114	5
91.238.181.96	5
92.27.157.252	5
92.31.1.212	5
92.205.56.196	5
92.205.57.72	5
92.207.4.157	5
93.48.24.181	5
93.113.63.124	5
94.19.1.201	5
94.102.49.155	5
94.159.111.151	5
94.180.250.11	5
94.198.1.136	5
94.204.89.238	5
94.230.136.33	5
94.231.206.4	5
94.231.206.8	5
94.231.206.132	5
94.231.206.134	5
94.231.206.249	5
94.231.206.251	5
94.231.206.252	5
94.232.41.236	5
95.90.13.168	5
95.158.39.201	5
95.165.130.226	5
95.216.213.215	5
95.235.240.74	5
95.240.192.149	5
96.8.126.57	5
96.44.147.179	5
96.44.170.208	5
96.72.72.11	5
96.78.175.36	5
98.70.48.241	5
98.94.64.78	5
101.13.4.124	5
101.32.240.31	5
101.36.65.131	5
101.36.97.131	5
101.36.98.91	5
101.36.106.113	5
101.36.107.103	5
101.36.107.228	5
101.36.107.233	5
101.36.108.134	5
101.36.108.175	5
101.36.109.176	5
101.36.112.235	5
101.36.113.241	5
101.36.117.15	5
101.36.118.148	5
101.36.119.184	5
101.36.121.72	5
101.36.122.139	5
101.36.123.173	5
101.36.124.127	5
101.36.126.138	5
101.47.48.65	5
101.47.48.72	5
101.47.48.138	5
101.47.48.241	5
101.47.48.255	5
101.47.49.98	5
101.47.49.132	5
101.47.49.133	5
101.47.49.134	5
101.47.49.205	5
101.47.50.128	5
101.47.50.184	5
101.47.50.203	5
101.47.50.237	5
101.47.51.22	5
101.47.140.73	5
101.47.140.105	5
101.47.140.123	5
101.47.140.127	5
101.47.140.130	5
101.47.140.190	5
101.47.140.212	5
101.47.140.216	5
101.47.140.218	5
101.47.140.222	5
101.47.140.226	5
101.47.140.255	5
101.47.141.6	5
101.47.141.12	5
101.47.141.35	5
101.47.141.71	5
101.47.141.103	5
101.47.141.119	5
101.47.141.125	5
101.47.141.128	5
101.47.141.162	5
101.47.141.170	5
101.47.141.193	5
101.47.141.214	5
101.47.141.215	5
101.47.142.8	5
101.47.142.21	5
101.47.142.22	5
101.47.142.43	5
101.47.142.48	5
101.47.142.49	5
101.47.142.56	5
101.47.142.65	5
101.47.142.98	5
101.47.142.105	5
101.47.142.111	5
101.47.142.188	5
101.47.142.192	5
101.47.142.202	5
101.47.142.206	5
101.47.142.207	5
101.47.142.210	5
101.47.142.215	5
101.47.142.220	5
101.47.143.200	5
101.47.143.205	5
101.47.143.252	5
101.47.143.255	5
101.47.160.172	5
101.47.161.8	5
101.47.161.32	5
101.47.161.42	5
101.47.161.75	5
101.47.161.84	5
101.47.161.85	5
101.47.161.118	5
